time(UTC);T2m;RH;G(h);Gb(n);Gd(h);IR(h);WS10m;WD10m;SP
20131209:1900;1.48;100;0;0;0;264.75;1.1;288;101630
20131209:2000;0.75;99.35;0;0;0;281.75;0.9;272;101670
20131209:2100;0.92;99.35;0;0;0;295.9;0.97;271;101680
20131209:2200;1.25;99.35;0;0;0;299.4;1.31;266;101710
20131209:2300;1.76;99.4;0;0;0;308.1;1.38;259;101710
20131210:0000;2.19;99.4;0;0;0;313.9;1.45;250;101750
20131210:0100;2.41;100;0;0;0;314.95;1.38;241;101750
20131210:0200;2.68;99.4;0;0;0;321.25;1.17;232;101820
20131210:0300;2.62;99.4;0;0;0;314.85;0.9;225;101850
20131210:0400;2.56;99.4;0;0;0;317.2;0.62;220;101850
20131210:0500;2.22;99.4;0;0;0;306.95;0.76;223;101890
20131210:0600;2.28;100;0;0;0;314.85;0.9;229;101940
20131210:0700;2.5;100;8;0;8;315.45;1.45;235;101990
20131210:0800;3.01;100;131;447.14;56;307.5;1.59;244;102050
20131210:0900;4.37;99.4;219;409.11;107;323;1.86;254;102110
20131210:1000;5.66;95.75;299;517.18;122;322.8;1.79;255;102140
20131210:1100;6.39;95.8;330;553.62;126;320.85;1.72;253;102150
20131210:1200;7.2;89;313;556;118;318.15;1.59;247;102110
20131210:1300;7.45;89;243;475.62;105;327.45;1.45;241;102100
20131210:1400;7.54;92.35;139;335.26;75;319.1;1.38;233;102120
20131210:1500;7.02;92.35;31;200.88;19;314.1;1.17;220;102160
20131210:1600;5.87;99.4;0;0;0;313.9;0.83;205;102200
20131210:1700;5.11;99.4;0;0;0;317.4;0.34;146;102260
20131210:1800;4.41;100;0;0;0;317;0.41;88;102310
20131210:1900;2.91;100;0;0;0;254.65;1.1;40;102340
20131210:2000;1.71;99.4;0;0;0;277.3;0.76;6;102380
20131210:2100;1.71;99.4;0;0;0;294.55;0.55;342;102400
20131210:2200;1.66;99.4;0;0;0;306.15;0.34;325;102430
20131210:2300;1.91;100;0;0;0;305.55;0.41;270;102440
20131211:0000;1.87;100;0;0;0;305.95;0.83;248;102440
20131211:0100;1.76;99.4;0;0;0;305.9;1.17;245;102430
20131211:0200;1.75;99.4;0;0;0;307.9;1.52;246;102420
20131211:0300;1.62;99.4;0;0;0;302.65;1.72;243;102400
20131211:0400;1.44;100;0;0;0;299.55;1.86;237;102360
20131211:0500;1.35;100;0;0;0;301.3;1.93;233;102330
20131211:0600;0.96;99.35;0;0;0;288.55;1.86;238;102330
20131211:0700;0.84;99.35;7;0;7;301.9;2;238;102330
20131211:0800;1.01;99.35;127;434.93;55;292.05;1.86;241;102350
20131211:0900;2.03;95.65;237;559.31;85;292.6;1.66;242;102370
20131211:1000;3.37;95.7;271;373;144;305.4;1.45;240;102370
20131211:1100;4.58;88.85;290;354.19;160;297.25;1.31;240;102320
20131211:1200;5.52;85.6;301;494.85;128;297.85;1.03;245;102240
20131211:1300;6.4;82.55;257;584.03;88;288.95;0.76;246;102190
20131211:1400;6.61;76.65;148;430.57;66;261.45;0.62;232;102150
20131211:1500;6.03;85.65;33;251.79;18;260.5;0.76;218;102130
20131211:1600;4.61;92.25;0;0;0;256.4;0.69;229;102140
20131211:1700;3.2;95.7;0;0;0;254.5;0.83;291;102150
20131211:1800;1.25;99.35;0;0;0;253.5;1.31;308;102150
20131211:1900;0.98;99.35;0;0;0;252.15;0.97;280;102110
20131211:2000;-0.46;95.6;0;0;0;278.1;0.69;281;102120
20131211:2100;-0.8;95.6;0;0;0;281;0.62;285;102130
20131211:2200;-0.84;95.6;0;0;0;289.9;0.9;285;102130
20131211:2300;-0.76;95.6;0;0;0;303.25;0.97;282;102130
20131212:0000;-0.79;95.6;0;0;0;300.95;1.03;285;102130
20131212:0100;-0.81;95.6;0;0;0;301.6;0.97;277;102120
20131212:0200;-0.76;95.6;0;0;0;301.7;1.03;262;102100
20131212:0300;-0.69;95.6;0;0;0;303.85;1.1;254;102090
20131212:0400;-0.62;95.6;0;0;0;304.4;1.17;254;102060
20131212:0500;-0.72;95.6;0;0;0;302.65;1.24;251;102050
20131212:0600;-0.85;95.6;0;0;0;300.95;1.17;253;102050
20131212:0700;-0.66;95.6;6;0;6;295.5;1.52;248;102100
20131212:0800;-0.32;95.6;111;275.3;66;303.65;1.52;249;102110
20131212:0900;0.48;95.65;198;296.44;118;302.85;1.45;246;102120
20131212:1000;1.75;95.65;264;345.29;147;307.7;1.38;243;102120
20131212:1100;3.11;92.15;276;295.32;168;301.9;1.38;243;102070
20131212:1200;3.96;88.75;273;349.97;151;289.5;1.38;242;101990
20131212:1300;4.93;85.55;227;377.54;118;297.85;1.38;238;101920
20131212:1400;5.29;82.4;140;352.42;73;269.2;1.45;233;101870
20131212:1500;4.74;85.55;32;218.4;19;255.65;1.59;228;101820
20131212:1600;3.28;92.15;0;0;0;248.5;2;234;101800
20131212:1700;1.95;99.4;0;0;0;243.85;1.93;247;101790
20131212:1800;0.95;95.65;0;0;0;244.2;1.86;260;101760
20131212:1900;0.21;95.65;0;0;0;245.6;1.45;267;101740
20131212:2000;-0.85;95.6;0;0;0;249.45;1.45;261;101720
20131212:2100;-1.39;95.6;0;0;0;262.6;1.24;253;101710
20131212:2200;-1.19;95.6;0;0;0;275;1.38;250;101690
20131212:2300;-1.33;95.6;0;0;0;283.5;1.45;251;101660
20131213:0000;-1.12;95.6;0;0;0;293.55;1.59;254;101620
20131213:0100;-1.32;95.6;0;0;0;292.15;1.59;254;101590
20131213:0200;-1.46;95.6;0;0;0;291.65;1.66;252;101580
20131213:0300;-1.67;95.6;0;0;0;289.7;1.66;251;101530
20131213:0400;-1.57;95.6;0;0;0;299.55;1.72;248;101480
20131213:0500;-1.67;95.6;0;0;0;295.7;1.79;245;101450
20131213:0600;-1.8;95.6;0;0;0;289.1;1.93;247;101400
20131213:0700;-1.48;91.95;5;0;5;295.7;1.79;248;101460
20131213:0800;-1.03;95.6;131;532.58;45;293.6;1.93;246;101450
20131213:0900;0.02;92;251;712.47;60;285.25;2;242;101450
20131213:1000;2.02;88.65;330;773.73;69;293.75;1.93;235;101440
20131213:1100;3.6;85.45;362;795.63;72;288.95;1.93;233;101380
20131213:1200;5.53;79.35;342;782.22;70;265.3;1.86;238;101320
20131213:1300;6.75;71.05;274;739.12;61;263.6;1.72;243;101250
20131213:1400;7.06;68.5;162;595.05;49;257.4;1.52;244;101210
20131213:1500;6.21;73.7;36;335.63;16;252.75;1.72;240;101190
20131213:1600;4.52;82.3;0;0;0;249.65;2;245;101180
20131213:1700;2.84;88.65;0;0;0;247.9;2;252;101180
20131213:1800;1.42;95.65;0;0;0;246.55;1.93;257;101190
20131213:1900;0.52;92.05;0;0;0;246.55;1.52;280;101230
20131213:2000;-0.22;95.6;0;0;0;245.95;1.59;276;101250
20131213:2100;-0.75;95.6;0;0;0;248.65;1.66;267;101270
20131213:2200;-1.26;95.6;0;0;0;250.4;1.79;255;101280
20131213:2300;-1.54;95.6;0;0;0;250.2;1.86;251;101260
20131214:0000;-1.66;95.6;0;0;0;250.2;1.93;256;101250
20131214:0100;-1.76;95.6;0;0;0;252.25;1.86;260;101240
20131214:0200;-1.8;91.9;0;0;0;253.5;1.79;258;101250
20131214:0300;-2.02;95.55;0;0;0;253.3;1.72;256;101250
20131214:0400;-2.27;91.85;0;0;0;248.65;1.66;253;101230
20131214:0500;-2.4;91.85;0;0;0;252.35;1.59;252;101250
20131214:0600;-2.48;91.85;0;0;0;247.3;1.66;255;101270
20131214:0700;-2.44;91.85;0;0;0;248.3;1.52;256;101310
20131214:0800;-1.43;91.95;132;557.64;43;249.25;1.31;257;101350
20131214:0900;1.9;95.65;250;720.7;58;247.5;1.31;257;101420
20131214:1000;4.67;85.55;328;771.01;69;255.25;1.31;254;101440
20131214:1100;7.02;82.6;360;792.51;72;257.4;1.17;250;101440
20131214:1200;8.43;76.85;263;311.26;155;265.5;1.17;249;101390
20131214:1300;9.1;77;269;701.95;67;273.05;1.24;248;101360
20131214:1400;9;79.85;160;574.27;51;274.6;1.31;241;101370
20131214:1500;8.06;85.85;36;334.62;16;283.9;1.52;221;101360
20131214:1600;6.12;92.3;0;0;0;266.65;1.52;254;101420
20131214:1700;4.14;95.75;0;0;0;255.25;1.38;285;101470
20131214:1800;3.67;99.4;0;0;0;253.5;1.17;293;101480
20131214:1900;3.42;99.4;0;0;0;251.75;1.38;336;101440
20131214:2000;3.41;99.4;0;0;0;252.95;0.55;330;101490
20131214:2100;2.3;99.4;0;0;0;253.9;0.21;177;101540
20131214:2200;0.59;95.65;0;0;0;288.35;0.34;170;101610
20131214:2300;0.32;95.65;0;0;0;296.1;0.48;118;101680
20131215:0000;0.25;95.65;0;0;0;298.8;0.83;85;101730
20131215:0100;0.42;99.4;0;0;0;300.45;1.1;79;101790
20131215:0200;0.37;99.4;0;0;0;293.95;0.9;74;101850
20131215:0300;1.06;99.35;0;0;0;303.85;0.34;80;101900
20131215:0400;1.1;99.35;0;0;0;305.2;0.21;280;101900
20131215:0500;0.92;99.35;0;0;0;306.15;0.76;253;101940
20131215:0600;0.77;95.65;0;0;0;303.05;1.1;252;101980
20131215:0700;1.25;99.35;0;0;0;304.2;0.9;236;102010
20131215:0800;1.8;99.4;119;424.52;52;307.9;1.1;239;102100
20131215:0900;3.1;95.7;204;370.02;106;307.7;1.31;241;102160
20131215:1000;4.4;99.4;192;101.6;158;312.75;1.52;241;102170
20131215:1100;5.59;92.3;95;0;95;307.3;1.45;245;102160
20131215:1200;6.24;92.3;326;687.16;88;312.75;1.24;255;102120
20131215:1300;6.83;89;271;730.48;61;314.85;0.9;257;102090
20131215:1400;7.03;89;158;563.66;51;308.3;0.76;248;102050
20131215:1500;6.68;89;36;332.98;16;298.6;1.1;232;102050
20131215:1600;5.64;95.75;0;0;0;297.85;1.59;234;102100
20131215:1700;4.69;99.4;0;0;0;301.7;1.31;243;102150
20131215:1800;3.83;99.4;0;0;0;293.6;1.24;246;102180
20131215:1900;2.08;95.65;0;0;0;260.3;1.59;267;102140
20131215:2000;1.17;99.35;0;0;0;260.3;1.66;262;102160
20131215:2100;0.23;95.65;0;0;0;251;1.72;269;102190
20131215:2200;-0.4;95.6;0;0;0;249.65;1.72;273;102200
20131215:2300;-0.91;95.6;0;0;0;249.85;1.72;271;102200
20131216:0000;-1.28;95.6;0;0;0;254.5;1.59;266;102200
20131216:0100;-1.63;95.6;0;0;0;253.25;1.59;264;102190
20131216:0200;-1.78;95.6;0;0;0;255.05;1.59;264;102180
20131216:0300;-1.9;95.6;0;0;0;252.75;1.72;264;102180
20131216:0400;-2.06;95.55;0;0;0;252.95;1.72;261;102150
20131216:0500;-2.04;95.55;0;0;0;257.75;1.72;256;102160
20131216:0600;-1.98;91.9;0;0;0;269.6;1.66;254;102180
20131216:0700;-1.2;95.6;0;0;0;299.4;2;246;102290
20131216:0800;-0.85;95.6;127;544.32;42;298.05;1.93;248;102330
20131216:0900;0.39;95.65;244;698.55;60;293.6;1.86;253;102360
20131216:1000;2.29;95.65;326;770.68;69;287;1.66;250;102340
20131216:1100;4.15;88.8;358;790.94;72;284.3;1.72;247;102290
20131216:1200;6.1;79.5;340;780.68;70;255.65;1.66;244;102210
20131216:1300;7.37;76.7;273;741.34;60;259.3;1.66;238;102160
20131216:1400;7.63;76.8;172;694.82;40;261.65;1.66;232;102120
20131216:1500;6.66;82.6;38;380.35;15;265.7;1.86;229;102110
20131216:1600;4.87;88.85;0;0;0;259.3;2.07;236;102140
20131216:1700;3.34;95.7;0;0;0;256.2;2;247;102160
20131216:1800;2.11;95.65;0;0;0;251.4;1.93;256;102180
20131216:1900;1.07;95.65;0;0;0;249.25;1.93;250;102210
20131216:2000;0.55;92.05;0;0;0;253.15;1.86;244;102220
20131216:2100;-0.01;95.6;0;0;0;245.6;1.86;240;102210
20131216:2200;-0.43;95.6;0;0;0;245.4;1.72;241;102210
20131216:2300;-0.82;95.6;0;0;0;244.6;1.38;246;102200
20131217:0000;-0.86;95.6;0;0;0;245;1.17;255;102170
20131217:0100;-0.92;95.6;0;0;0;241.8;0.97;256;102150
20131217:0200;-1.67;95.6;0;0;0;247.7;1.03;251;102130
20131217:0300;-2.11;95.55;0;0;0;252.15;1.24;244;102120
20131217:0400;-2.32;95.55;0;0;0;256.4;1.45;243;102070
20131217:0500;-2.22;95.55;0;0;0;267.65;1.45;244;102050
20131217:0600;-2.01;91.9;0;0;0;269.6;1.59;245;102040
20131217:0700;-1.65;95.6;0;0;0;285.85;1.93;235;102140
20131217:0800;-1.14;95.6;105;284.61;61;289.3;2;234;102160
20131217:0900;0.21;92;242;671.58;66;285.45;1.93;232;102170
20131217:1000;1.92;95.65;330;797.17;65;275.75;1.72;234;102150
20131217:1100;3.95;88.75;362;806.38;71;267.25;1.59;237;102050
20131217:1200;5.95;79.4;340;767.07;75;245.2;1.45;238;101980
20131217:1300;7.23;73.9;272;717.09;66;251;1.45;238;101890
20131217:1400;7.59;71.25;172;688.59;41;258.35;1.52;232;101840
20131217:1500;6.52;79.5;38;377.09;15;250.2;1.93;225;101820
20131217:1600;4.46;88.8;0;0;0;245.4;2.14;230;101800
20131217:1700;2.65;92.15;0;0;0;242.85;2;240;101790
20131217:1800;1.42;95.65;0;0;0;242.5;2.07;252;101780
20131217:1900;1.03;92.05;0;0;0;240.95;1.52;282;101770
20131217:2000;1.02;92.05;0;0;0;239.95;1.24;261;101750
20131217:2100;-0.16;92;0;0;0;239;1.45;239;101720
20131217:2200;-1.05;95.6;0;0;0;238.4;1.66;235;101700
20131217:2300;-1.65;95.6;0;0;0;238.8;1.72;240;101670
20131218:0000;-2.01;91.9;0;0;0;238.8;1.66;249;101630
20131218:0100;-2.4;91.85;0;0;0;241.8;1.59;253;101570
20131218:0200;-2.6;95.55;0;0;0;239.95;1.59;252;101540
20131218:0300;-2.62;95.55;0;0;0;251.75;1.31;248;101500
20131218:0400;-2.69;95.55;0;0;0;248.3;1.24;240;101460
20131218:0500;-2.95;91.85;0;0;0;242.1;1.31;232;101450
20131218:0600;-3.01;91.85;0;0;0;242.65;1.38;230;101450
20131218:0700;-2.62;95.55;0;0;0;266.65;1.31;235;101500
20131218:0800;-1.63;95.6;113;391.77;53;261.45;1.24;235;101530
20131218:0900;0.84;92.05;195;333.52;108;265.7;1.1;233;101540
20131218:1000;3.16;88.7;274;440.42;128;268.4;0.97;229;101510
20131218:1100;5.14;79.35;338;674.48;95;270.75;0.9;229;101450
20131218:1200;6.49;76.55;247;254.91;159;277.5;0.83;232;101350
20131218:1300;7.18;71.15;186;180.96;134;284.65;0.69;223;101280
20131218:1400;7.28;73.9;150;456.39;63;285.65;0.83;204;101230
20131218:1500;6.51;82.55;32;194.72;20;277.5;1.17;200;101200
20131218:1600;4.13;88.8;0;0;0;259.5;1.45;209;101200
20131218:1700;3.12;88.7;0;0;0;257.95;1.31;217;101200
20131218:1800;2.49;92.1;0;0;0;262.2;1.24;221;101220
20131218:1900;3.23;88.7;0;0;0;265.7;0.76;220;101180
20131218:2000;2.92;92.15;0;0;0;260.5;0.34;239;101190
20131218:2100;2.31;95.65;0;0;0;267.65;0.14;146;101170
20131218:2200;1.89;95.65;0;0;0;259.3;0.28;69;101150
20131218:2300;1.25;99.35;0;0;0;269.95;0.69;33;101140
20131219:0000;0.15;95.65;0;0;0;273.45;0.83;50;101090
20131219:0100;-0.69;95.6;0;0;0;285.55;0.69;84;101040
20131219:0200;-0.25;95.6;0;0;0;300.75;0.69;107;101040
20131219:0300;0.19;95.65;0;0;0;312.55;0.9;113;101000
20131219:0400;0.36;99.4;0;0;0;308.5;0.97;111;100940
20131219:0500;0.79;95.65;0;0;0;321.05;0.83;92;100950
20131219:0600;0.88;99.35;0;0;0;317.55;0.9;68;100940
20131219:0700;1.4;99.35;0;0;0;324.55;1.93;85;100980
20131219:0800;1.44;100;28;0;28;319.5;1.86;85;100990
20131219:0900;1.74;99.4;31;0;31;322.4;1.93;84;100990
20131219:1000;2.32;95.65;53;0;53;323.75;1.93;90;100960
20131219:1100;2.6;95.7;45;0;45;326.1;1.66;93;100910
20131219:1200;3.01;95.7;44;0;44;322.2;1.45;96;100820
20131219:1300;3.32;92.15;69;0;69;327.65;1.31;98;100770
20131219:1400;3.34;95.7;30;0;30;328.8;1.24;98;100710
20131219:1500;3.46;95.7;31;176.35;20;329.2;1.31;89;100690
20131219:1600;3.44;95.7;0;0;0;329.75;1.38;77;100690
20131219:1700;3.57;92.15;0;0;0;329.55;1.52;67;100690
20131219:1800;3.67;92.15;0;0;0;327.85;1.72;60;100710
20131219:1900;2.92;99.4;0;0;0;327.25;0.55;299;100800
20131219:2000;3.09;95.7;0;0;0;327.65;0.62;328;100820
20131219:2100;3.17;95.7;0;0;0;327.25;0.55;33;100830
20131219:2200;3.15;95.7;0;0;0;327.85;0.9;44;100850
20131219:2300;3.25;95.7;0;0;0;327.45;1.03;43;100860
20131220:0000;3.33;95.7;0;0;0;327.25;1.1;37;100890
20131220:0100;3.39;95.7;0;0;0;327.15;0.97;36;100880
20131220:0200;3.6;92.15;0;0;0;327.25;0.55;40;100920
20131220:0300;3.58;92.15;0;0;0;326.65;0.55;9;100960
20131220:0400;3.43;95.7;0;0;0;327.25;0.83;340;101000
20131220:0500;3.49;95.7;0;0;0;328;1.17;334;101050
20131220:0600;3.63;95.7;0;0;0;327.65;1.31;340;101110
20131220:0700;3.57;95.7;0;0;0;326.65;1.24;312;101230
20131220:0800;3.8;99.4;53;13.28;51;327.85;1.17;312;101320
20131220:0900;4.41;99.4;59;0;59;329.75;1.03;314;101410
20131220:1000;5.1;92.25;92;0;92;331.1;1.03;293;101470
20131220:1100;5.41;95.75;35;0;35;331.9;1.24;266;101500
20131220:1200;5.73;92.3;62;0;62;333.85;1.38;253;101510
20131220:1300;6.14;92.3;42;0;42;331.1;1.52;242;101530
20131220:1400;5.86;95.75;32;0;32;334.6;1.86;233;101580
20131220:1500;5.41;95.75;13;0;13;328.8;2.07;228;101630
20131220:1600;5.05;95.75;0;0;0;332.85;2.14;228;101710
20131220:1700;4.72;95.75;0;0;0;324.35;2.21;232;101790
20131220:1800;4.68;95.75;0;0;0;329.4;2.14;236;101840
20131220:1900;4.13;95.75;0;0;0;304.4;1.93;249;101890
20131220:2000;3.63;95.7;0;0;0;295.7;1.93;260;101940
20131220:2100;2.89;99.4;0;0;0;278.85;1.86;256;101970
20131220:2200;2.2;99.4;0;0;0;282.35;1.79;248;102030
20131220:2300;1.19;99.35;0;0;0;264.75;1.79;251;102050
20131221:0000;0.91;99.35;0;0;0;277.9;1.66;263;102070
20131221:0100;0.9;99.35;0;0;0;289.6;1.45;274;102090
20131221:0200;0.94;99.35;0;0;0;296.65;1.24;268;102120
20131221:0300;0.64;95.65;0;0;0;289.7;1.24;252;102130
20131221:0400;0.75;95.65;0;0;0;299.95;1.24;260;102120
20131221:0500;1.02;99.35;0;0;0;309.25;1.45;286;102160
20131221:0600;1.09;99.35;0;0;0;307.3;1.45;299;102190
20131221:0700;2.06;99.4;0;0;0;315.25;1.31;265;102250
20131221:0800;2.58;99.4;23;0;23;315.65;1.24;251;102290
20131221:0900;3.46;99.4;85;3.88;84;319.3;1.45;248;102320
20131221:1000;4.44;95.75;65;0;65;305.55;1.52;247;102340
20131221:1100;5.51;95.75;60;0;60;307.3;1.45;245;102320
20131221:1200;6.87;89;95;0;95;330.75;1.24;241;102240
20131221:1300;7.07;85.8;109;10.4;106;305;1.17;230;102190
20131221:1400;7.17;85.8;28;0;28;313.7;1.03;229;102190
20131221:1500;6.78;89;24;62.3;20;321.65;1.03;227;102180
20131221:1600;6.29;92.3;0;0;0;334.6;1.17;217;102190
20131221:1700;5.77;95.75;0;0;0;330.15;1.1;216;102210
20131221:1800;5.42;99.4;0;0;0;331.3;1.03;222;102210
20131221:1900;5.51;99.4;0;0;0;325.1;0.83;273;102230
20131221:2000;5.45;95.75;0;0;0;331.3;0.76;267;102220
20131221:2100;5.52;99.4;0;0;0;337.1;0.69;243;102200
20131221:2200;5.11;95.75;0;0;0;325.1;0.9;236;102170
20131221:2300;4.57;95.75;0;0;0;318.75;1.17;239;102150
20131222:0000;4.37;99.4;0;0;0;324.75;1.03;245;102090
20131222:0100;4.31;99.4;0;0;0;323.3;0.97;246;102030
20131222:0200;4.64;95.75;0;0;0;333.05;0.9;234;102010
20131222:0300;4.81;99.4;0;0;0;335.75;0.97;229;101970
20131222:0400;4.94;99.4;0;0;0;337.1;0.97;236;101930
20131222:0500;4.74;99.4;0;0;0;327.45;1.1;247;101910
20131222:0600;4.88;99.4;0;0;0;335.75;1.03;250;101890
20131222:0700;5.58;92.3;0;0;0;339.45;0.21;229;101960
20131222:0800;5.84;95.75;14;0;14;342.15;0.21;210;101950
20131222:0900;6.05;95.75;21;0;21;342.75;0.28;208;101960
20131222:1000;6.53;95.8;135;18.24;129;343.9;0.41;235;101940
20131222:1100;6.91;92.35;31;0;31;344.3;0.55;261;101880
20131222:1200;7.1;92.35;29;0;29;343.7;0.48;291;101790
20131222:1300;7.33;92.35;24;0;24;345.65;0.41;306;101720
20131222:1400;7.43;92.35;25;0;25;344.65;0.28;279;101700
20131222:1500;7.27;92.35;25;61.27;21;344.5;0.62;225;101670
20131222:1600;6.84;95.8;0;0;0;336.95;1.03;237;101650
20131222:1700;6.43;99.4;0;0;0;338.65;0.97;247;101650
20131222:1800;6.09;95.8;0;0;0;333.45;0.97;259;101660
20131222:1900;6.15;95.8;0;0;0;336.75;0.28;85;101660
20131222:2000;6.19;95.8;0;0;0;338.5;0.14;95;101640
20131222:2100;6.19;95.8;0;0;0;338.1;0.21;216;101620
20131222:2200;5.98;99.4;0;0;0;335.4;0.48;257;101600
20131222:2300;5.6;99.4;0;0;0;336.95;0.83;268;101570
20131223:0000;5.56;99.4;0;0;0;335.75;1.03;264;101530
20131223:0100;5.39;99.4;0;0;0;328.15;1.24;256;101490
20131223:0200;5.37;99.4;0;0;0;329.4;1.31;243;101470
20131223:0300;4.83;99.4;0;0;0;308.1;1.66;240;101440
20131223:0400;4.96;99.4;0;0;0;322.2;1.66;241;101400
20131223:0500;4.74;99.4;0;0;0;311.2;1.72;243;101380
20131223:0600;4.53;100;0;0;0;314.5;1.59;247;101370
20131223:0700;4.56;99.4;0;0;0;320.85;1.1;250;101410
20131223:0800;4.93;100;56;27.11;52;325.7;0.97;257;101440
20131223:0900;5.83;99.4;93;7.8;91;322.4;0.83;255;101460
20131223:1000;6.83;95.8;82;0;82;314.65;0.76;234;101440
20131223:1100;7.65;89.05;97;0;97;323;0.9;219;101390
20131223:1200;8.45;85.9;87;0;87;332.85;0.62;186;101310
20131223:1300;8.82;85.95;107;10.36;104;336.95;0.76;152;101250
20131223:1400;8.91;85.95;81;30.88;75;338.85;0.97;146;101230
20131223:1500;8.55;89.1;23;45.13;20;347.55;0.83;142;101220
20131223:1600;7.95;92.4;0;0;0;336.75;1.17;128;101220
20131223:1700;6.81;95.8;0;0;0;311.75;1.24;111;101230
20131223:1800;6.46;99.4;0;0;0;329.95;1.1;79;101230
20131223:1900;6.69;95.8;0;0;0;342.55;1.03;72;101230
20131223:2000;6.67;95.8;0;0;0;338.1;1.38;77;101200
20131223:2100;6.89;95.8;0;0;0;341.55;1.72;86;101180
20131223:2200;6.98;99.4;0;0;0;344.85;1.79;94;101140
20131223:2300;6.85;95.8;0;0;0;339.85;1.86;103;101100
20131224:0000;6.73;95.8;0;0;0;342.75;1.93;108;101060
20131224:0100;6.59;95.8;0;0;0;342.65;2.07;110;101010
20131224:0200;6.41;99.4;0;0;0;341.95;2.14;108;100960
20131224:0300;6.31;99.4;0;0;0;346;2.14;105;100920
20131224:0400;6.11;99.4;0;0;0;342.75;2.48;104;100850
20131224:0500;5.92;100;0;0;0;343.5;2.48;103;100830
20131224:0600;5.79;99.4;0;0;0;341;2.62;103;100830
20131224:0700;5.6;99.4;0;0;0;339.45;2.83;105;100870
20131224:0800;5.56;99.4;45;6.81;44;341.4;3.17;101;100830
20131224:0900;5.93;99.4;45;0;45;340.8;3.31;103;100830
20131224:1000;6.3;99.4;47;0;47;341.55;3.38;104;100770
20131224:1100;6.88;92.35;46;0;46;334.2;4.07;102;100710
20131224:1200;7.1;92.35;29;0;29;342.75;4;100;100590
20131224:1300;7.56;92.35;34;0;34;343.5;4.14;101;100500
20131224:1400;7.45;92.35;66;10.24;64;344.65;3.72;102;100430
20131224:1500;7.38;95.8;21;29.51;19;345.45;3.38;100;100370
20131224:1600;7.21;92.35;0;0;0;332.3;3.79;104;100340
20131224:1700;7.28;92.35;0;0;0;339.85;4.07;105;100310
20131224:1800;7.33;92.35;0;0;0;341.55;4.34;104;100270
20131224:1900;6.21;95.8;0;0;0;328.2;4.28;101;100240
20131224:2000;6.22;95.8;0;0;0;328;4.34;101;100200
20131224:2100;6.24;95.8;0;0;0;325.3;4.41;102;100130
20131224:2200;6.47;95.8;0;0;0;341.55;4.55;101;100070
20131224:2300;6.59;95.8;0;0;0;343.5;4.76;101;99990
20131225:0000;6.48;99.4;0;0;0;331.7;4.69;102;99910
20131225:0100;6.58;95.8;0;0;0;342.85;4.83;102;99810
20131225:0200;6.66;95.8;0;0;0;341.4;5.17;101;99710
20131225:0300;6.69;95.8;0;0;0;340.8;5.38;103;99600
20131225:0400;6.7;95.8;0;0;0;335.2;5.52;105;99500
20131225:0500;6.76;95.8;0;0;0;329.4;5.79;103;99450
20131225:0600;7.03;95.8;0;0;0;337.5;6.07;102;99360
20131225:0700;6.56;95.8;0;0;0;325.7;6.28;97;99310
20131225:0800;7.06;92.35;46;6.84;45;338.1;6.28;98;99260
20131225:0900;7.57;89.05;40;0;40;341;6.55;98;99170
20131225:1000;8.1;89.1;34;0;34;345.65;6.76;97;99070
20131225:1100;8.55;92.4;50;0;50;346.8;6.9;99;98920
20131225:1200;8.88;89.1;46;0;46;350.85;7.1;104;98800
20131225:1300;9.2;89.15;63;0;63;348.95;7.03;104;98670
20131225:1400;9.55;92.45;14;0;14;350.3;6.62;103;98620
20131225:1500;9.67;89.2;18;14.46;17;353.55;6.41;101;98570
20131225:1600;9.56;92.45;0;0;0;351.25;6.34;99;98530
20131225:1700;9.47;92.45;0;0;0;352;6.21;98;98500
20131225:1800;9.33;92.45;0;0;0;341.95;6.07;98;98450
20131225:1900;9.29;92.45;0;0;0;345.25;6.34;98;98380
20131225:2000;9.3;92.45;0;0;0;349.1;6.41;98;98310
20131225:2100;9.35;92.45;0;0;0;349.5;6.48;96;98220
20131225:2200;9.64;89.2;0;0;0;349.9;6.48;99;98130
20131225:2300;9.87;89.2;0;0;0;348.15;6.55;103;98100
20131226:0000;9.84;89.2;0;0;0;349.3;6.55;103;98030
20131226:0100;9.6;89.2;0;0;0;346.5;6.69;97;97910
20131226:0200;9.29;89.15;0;0;0;337.7;6.76;91;97870
20131226:0300;9.11;89.15;0;0;0;335.95;7.38;91;97790
20131226:0400;9.09;85.95;0;0;0;345.45;7.79;89;97670
20131226:0500;9.13;85.95;0;0;0;348.55;8;88;97610
20131226:0600;9.17;85.95;0;0;0;350.65;7.86;85;97550
20131226:0700;9.25;89.15;0;0;0;349.7;7.52;87;97410
20131226:0800;9.26;89.15;53;20.61;50;350.65;7.03;83;97390
20131226:0900;9.47;89.15;35;0;35;350.1;6.69;79;97390
20131226:1000;9.63;86;28;0;28;349.3;6.28;74;97440
20131226:1100;9.6;86;79;0;79;345.65;5.52;67;97430
20131226:1200;9.69;86;55;0;55;341.75;4.48;52;97420
20131226:1300;9.42;89.15;125;27.36;117;334;4.07;34;97490
20131226:1400;8.98;89.1;146;383.98;70;343.3;4.21;25;97550
20131226:1500;8.79;85.95;18;0;18;338.1;4.07;24;97680
20131226:1600;8.76;85.95;0;0;0;343.3;3.86;17;97830
